CSA,CBSA,Name,Total,1 Unit,2 Units,3 & 4 Units,5 or more,Number of structures with 5 units or more,Monthly Coverage Percent,month,year,population_est,Match on,fuzzy match name
999,10180,"Abilene, TX",28,28,0,0,0,0,96,1,2014,168342.0,Exact,
184,10420,"Akron, OH",26,26,0,0,0,0,75,1,2014,704908.0,Exact,
999,10500,"Albany, GA",17,15,2,0,0,0,93,1,2014,151949.0,Exact,
104,10580,"Albany Schenectady Troy, NY",63,53,0,0,10,2,65,1,2014,878113.0,Exact,
106,10740,"Albuquerque, NM",321,116,0,7,198,4,100,1,2014,904538.0,Exact,
999,10780,"Alexandria, LA",32,32,0,0,0,0,98,1,2014,154558.0,Exact,
408,10900,"Allentown Bethlehem Easton, PA NJ",82,66,0,0,16,3,100,1,2014,828470.0,Exact,
999,11020,"Altoona, PA",1,1,0,0,0,0,24,1,2014,125274.0,Exact,
108,11100,"Amarillo, TX",312,48,0,24,240,10,96,1,2014,260812.0,Exact,
218,11180,"Ames, IA",5,5,0,0,0,0,95,1,2014,122092.0,Exact,
999,11260,"Anchorage, AK",51,47,4,0,0,0,100,1,2014,397996.0,Exact,
220,11460,"Ann Arbor, MI",25,19,0,0,6,1,84,1,2014,360021.0,Exact,
118,11540,"Appleton, WI",16,16,0,0,0,0,90,1,2014,231627.0,Exact,
120,11700,"Asheville, NC",91,91,0,0,0,0,94,1,2014,439661.0,Exact,
122,12020,"Athens Clarke County, GA",34,30,0,4,0,0,86,1,2014,198361.0,Exact,
428,12100,"Atlantic City Hammonton, NJ",51,36,10,0,5,1,100,1,2014,272578.0,Exact,
194,12220,"Auburn Opelika, AL",63,58,0,0,5,1,100,1,2014,154511.0,Exact,
999,12260,"Augusta Richmond County, GA SC",168,168,0,0,0,0,91,1,2014,583046.0,Exact,
999,12540,"Bakersfield, CA",249,241,0,0,8,1,92,1,2014,869176.0,Exact,
548,12580,"Baltimore Columbia Towson, MD",469,363,0,0,106,12,100,1,2014,2780055.0,Exact,
999,12620,"Bangor, ME",3,3,0,0,0,0,47,1,2014,153201.0,Exact,
148,12700,"Barnstable Town, MA",48,29,4,4,11,2,81,1,2014,214289.0,Exact,
999,12940,"Baton Rouge, LA",219,207,2,0,10,1,92,1,2014,846827.0,Exact,
310,12980,"Battle Creek, MI",0,0,0,0,0,0,82,1,2014,134804.0,Exact,
474,13020,"Bay City, MI",0,0,0,0,0,0,9,1,2014,106046.0,Exact,
999,13140,"Beaumont Port Arthur, TX",20,20,0,0,0,0,71,1,2014,391651.0,Exact,
999,13220,"Beckley, WV",4,4,0,0,0,0,90,1,2014,123342.0,Exact,
999,13380,"Bellingham, WA",18,18,0,0,0,0,53,1,2014,208154.0,Exact,
999,13740,"Billings, MT",38,22,0,16,0,0,95,1,2014,174952.0,Exact,
999,13780,"Binghamton, NY",0,0,0,0,0,0,6,1,2014,247075.0,Exact,
142,13820,"Birmingham Hoover, AL",236,125,0,0,111,6,100,1,2014,1076087.0,Exact,
999,13900,"Bismarck, ND",7,7,0,0,0,0,96,1,2014,122155.0,Exact,
145,14010,"Bloomington, IL",23,12,0,0,11,1,94,1,2014,174105.0,Exact,
144,14020,"Bloomington, IN",47,9,6,0,32,1,100,1,2014,164422.0,Exact,
146,14100,"Bloomsburg Berwick, PA",1,1,0,0,0,0,24,1,2014,85538.0,Exact,
147,14260,"Boise City, ID",284,240,4,0,40,3,100,1,2014,662624.0,Exact,
148,14460,"Boston Cambridge Newton, MA NH",959,333,20,16,590,21,100,1,2014,4746931.0,Exact,
216,14500,"Boulder, CO",35,35,0,0,0,0,58,1,2014,312233.0,Exact,
150,14540,"Bowling Green, KY",29,27,2,0,0,0,100,1,2014,166630.0,Exact,
408,14860,"Bridgeport Stamford Norwalk, CT",385,67,4,0,314,2,94,1,2014,944196.0,Exact,
154,15180,"Brownsville Harlingen, TX",79,69,6,4,0,0,89,1,2014,419005.0,Exact,
999,15260,"Brunswick, GA",33,33,0,0,0,0,81,1,2014,114607.0,Exact,
268,15500,"Burlington, NC",48,48,0,0,0,0,96,1,2014,155384.0,Exact,
999,15540,"Burlington South Burlington, VT",29,21,2,0,6,1,87,1,2014,215676.0,Exact,
548,15680,"California Lexington Park, MD",39,39,0,0,0,0,73,1,2014,109913.0,Exact,
184,15940,"Canton Massillon, OH",19,19,0,0,0,0,83,1,2014,403675.0,Exact,
162,15980,"Cape Coral Fort Myers, FL",373,211,6,12,144,4,100,1,2014,677232.0,Exact,
164,16020,"Cape Girardeau, MO IL",12,12,0,0,0,0,100,1,2014,97405.0,Exact,
999,16060,"Carbondale Marion, IL",0,0,0,0,0,0,0,1,2014,139658.0,Exact,
456,16180,"Carson City, NV",2,2,0,0,0,0,100,1,2014,54082.0,Exact,
999,16220,"Casper, WY",16,16,0,0,0,0,86,1,2014,81377.0,Exact,
168,16300,"Cedar Rapids, IA",21,21,0,0,0,0,95,1,2014,264300.0,Exact,
548,16540,"Chambersburg Waynesboro, PA",20,13,2,0,5,1,100,1,2014,152607.0,Exact,
999,16580,"Champaign Urbana, IL",17,1,0,0,16,2,70,1,2014,224351.0,Exact,
170,16620,"Charleston, WV",1,1,0,0,0,0,16,1,2014,273606.0,Exact,
999,16700,"Charleston North Charleston, SC",995,315,0,0,680,7,100,1,2014,726836.0,Exact,
172,16740,"Charlotte Concord Gastonia, NC SC",956,777,4,0,175,11,99,1,2014,2400483.0,Exact,
999,16820,"Charlottesville, VA",40,40,0,0,0,0,39,1,2014,209187.0,Exact,
174,16860,"Chattanooga, TN GA",384,58,12,3,311,14,89,1,2014,544183.0,Exact,
999,16940,"Cheyenne, WY",11,11,0,0,0,0,99,1,2014,96036.0,Exact,
176,16980,"Chicago Naperville Elgin, IL IN WI",557,276,6,15,260,10,100,1,2014,9560430.0,Exact,
999,17020,"Chico, CA",36,36,0,0,0,0,84,1,2014,223516.0,Exact,
178,17140,"Cincinnati, OH KY IN",230,208,0,6,16,3,100,1,2014,2172190.0,Exact,
999,17300,"Clarksville, TN KY",81,81,0,0,0,0,93,1,2014,289628.0,Exact,
174,17420,"Cleveland, TN",26,22,0,4,0,0,70,1,2014,119455.0,Exact,
184,17460,"Cleveland Elyria, OH",142,115,0,4,23,3,100,1,2014,2067356.0,Exact,
999,17780,"College Station Bryan, TX",98,73,4,0,21,4,98,1,2014,242830.0,Exact,
999,17820,"Colorado Springs, CO",180,180,0,0,0,0,100,1,2014,686562.0,Exact,
190,17860,"Columbia, MO",75,45,8,0,22,2,100,1,2014,200492.0,Exact,
192,17900,"Columbia, SC",280,221,0,0,59,3,100,1,2014,798882.0,Exact,
194,17980,"Columbus, GA AL",59,42,0,3,14,1,78,1,2014,325273.0,Exact,
294,18020,"Columbus, IN",9,9,0,0,0,0,100,1,2014,80497.0,Exact,
198,18140,"Columbus, OH",422,244,0,12,166,26,99,1,2014,2001635.0,Exact,
204,18580,"Corpus Christi, TX",258,98,0,0,160,1,84,1,2014,423313.0,Exact,
440,18700,"Corvallis, OR",18,6,2,0,10,1,91,1,2014,87215.0,Exact,
999,18880,"Crestview Fort Walton Beach Destin, FL",130,130,0,0,0,0,90,1,2014,255801.0,Exact,
999,19060,"Cumberland, MD WV",1,1,0,0,0,0,58,1,2014,100587.0,Exact,
206,19100,"Dallas Fort Worth Arlington, TX",3133,1777,18,32,1306,47,100,1,2014,6889769.0,Exact,
174,19140,"Dalton, GA",3,3,0,0,0,0,100,1,2014,142298.0,Exact,
999,19180,"Danville, IL",0,0,0,0,0,0,8,1,2014,79783.0,Exact,
380,19300,"Daphne Fairhope Foley, AL",78,78,0,0,0,0,86,1,2014,199183.0,Exact,
209,19340,"Davenport Moline Rock Island, IA IL",17,17,0,0,0,0,70,1,2014,384070.0,Exact,
290,19460,"Decatur, AL",7,7,0,0,0,0,54,1,2014,152888.0,Exact,
999,19500,"Decatur, IL",0,0,0,0,0,0,11,1,2014,108515.0,Exact,
422,19660,"Deltona Daytona Beach Ormond Beach, FL",161,161,0,0,0,0,100,1,2014,608604.0,Exact,
216,19740,"Denver Aurora Lakewood, CO",880,603,0,0,277,3,100,1,2014,2753973.0,Exact,
218,19780,"Des Moines West Des Moines, IA",179,118,0,0,61,3,100,1,2014,649652.0,Exact,
220,19820,"Detroit Warren Dearborn, MI",266,264,2,0,0,0,100,1,2014,4311194.0,Exact,
222,20020,"Dothan, AL",10,10,0,0,0,0,90,1,2014,147830.0,Exact,
428,20100,"Dover, DE",52,52,0,0,0,0,100,1,2014,171456.0,Exact,
999,20220,"Dubuque, IA",4,4,0,0,0,0,89,1,2014,96481.0,Exact,
999,20260,"Duluth, MN WI",7,7,0,0,0,0,70,1,2014,290261.0,Exact,
450,20500,"Durham Chapel Hill, NC",316,153,0,3,160,6,100,1,2014,599236.0,Exact,
408,20700,"East Stroudsburg, PA",9,9,0,0,0,0,92,1,2014,167285.0,Exact,
232,20740,"Eau Claire, WI",1,1,0,0,0,0,85,1,2014,165023.0,Exact,
999,20940,"El Centro, CA",27,27,0,0,0,0,71,1,2014,177974.0,Exact,
238,21340,"El Paso, TX",323,143,2,0,178,11,95,1,2014,837089.0,Exact,
350,21060,"Elizabethtown Fort Knox, KY",14,14,0,0,0,0,78,1,2014,151675.0,Exact,
515,21140,"Elkhart Goshen, IN",11,11,0,0,0,0,99,1,2014,201423.0,Exact,
236,21300,"Elmira, NY",6,1,0,0,5,1,35,1,2014,87177.0,Exact,
240,21500,"Erie, PA",8,8,0,0,0,0,86,1,2014,279423.0,Exact,
999,21780,"Evansville, IN KY",116,24,0,0,92,4,87,1,2014,314859.0,Exact,
999,21820,"Fairbanks, AK",4,4,0,0,0,0,100,1,2014,99254.0,Exact,
244,22020,"Fargo, ND MN",6,6,0,0,0,0,95,1,2014,227790.0,Exact,
999,22140,"Farmington, NM",8,8,0,0,0,0,100,1,2014,129084.0,Exact,
246,22180,"Fayetteville, NC",68,68,0,0,0,0,94,1,2014,510635.0,Exact,
999,22220,"Fayetteville Springdale Rogers, AR MO",142,142,0,0,0,0,92,1,2014,,Exact,
999,22380,"Flagstaff, AZ",48,16,0,0,32,3,100,1,2014,137566.0,Exact,
220,22420,"Flint, MI",14,14,0,0,0,0,71,1,2014,412859.0,Exact,
999,22500,"Florence, SC",30,25,2,3,0,0,96,1,2014,206426.0,Exact,
999,22520,"Florence Muscle Shoals, AL",11,11,0,0,0,0,84,1,2014,147462.0,Exact,
999,22540,"Fond du Lac, WI",1,1,0,0,0,0,57,1,2014,101977.0,Exact,
999,22660,"Fort Collins, CO",113,87,6,4,16,3,100,1,2014,324008.0,Exact,
999,22900,"Fort Smith, AR OK",28,20,8,0,0,0,84,1,2014,248220.0,Exact,
258,23060,"Fort Wayne, IN",52,28,0,0,24,3,100,1,2014,398591.0,Exact,
260,23420,"Fresno, CA",106,85,2,3,16,2,87,1,2014,960567.0,Exact,
999,23460,"Gadsden, AL",5,5,0,0,0,0,64,1,2014,103399.0,Exact,
264,23540,"Gainesville, FL",60,41,0,0,19,2,94,1,2014,311743.0,Exact,
122,23580,"Gainesville, GA",24,24,0,0,0,0,86,1,2014,189142.0,Exact,
276,23900,"Gettysburg, PA",13,13,0,0,0,0,100,1,2014,101353.0,Exact,
104,24020,"Glens Falls, NY",9,9,0,0,0,0,70,1,2014,127341.0,Exact,
999,24140,"Goldsboro, NC",21,21,0,0,0,0,62,1,2014,124586.0,Exact,
999,24220,"Grand Forks, ND MN",0,0,0,0,0,0,82,1,2014,101260.0,Exact,
999,24260,"Grand Island, NE",2,2,0,0,0,0,76,1,2014,75240.0,Exact,
999,24300,"Grand Junction, CO",24,24,0,0,0,0,100,1,2014,147113.0,Exact,
999,24500,"Great Falls, MT",4,4,0,0,0,0,40,1,2014,82056.0,Exact,
216,24540,"Greeley, CO",161,123,0,0,38,5,100,1,2014,277112.0,Exact,
267,24580,"Green Bay, WI",55,18,0,0,37,3,84,1,2014,314003.0,Exact,
268,24660,"Greensboro High Point, NC",139,123,0,0,16,1,100,1,2014,746497.0,Exact,
274,24780,"Greenville, NC",68,25,6,3,34,2,100,1,2014,174974.0,Exact,
548,25180,"Hagerstown Martinsburg, MD WV",54,54,0,0,0,0,100,1,2014,276755.0,Exact,
406,25220,"Hammond, LA",21,21,0,0,0,0,100,1,2014,127010.0,Exact,
546,25260,"Hanford Corcoran, CA",43,35,0,0,8,1,74,1,2014,149495.0,Exact,
276,25420,"Harrisburg Carlisle, PA",72,67,2,3,0,0,53,1,2014,561164.0,Exact,
277,25500,"Harrisonburg, VA",41,35,6,0,0,0,100,1,2014,130420.0,Exact,
999,25620,"Hattiesburg, MS",14,2,0,12,0,0,83,1,2014,167179.0,Exact,
280,25860,"Hickory Lenoir Morganton, NC",35,33,2,0,0,0,98,1,2014,363035.0,Exact,
496,25980,"Hinesville, GA",15,15,0,0,0,0,75,1,2014,81120.0,Exact,
999,26140,"Homosassa Springs, FL",15,15,0,0,0,0,100,1,2014,138828.0,Exact,
284,26300,"Hot Springs, AR",3,3,0,0,0,0,100,1,2014,97758.0,Exact,
999,26380,"Houma Thibodaux, LA",51,51,0,0,0,0,95,1,2014,211368.0,Exact,
288,26420,"Houston The Woodlands Sugar Land, TX",4254,2744,6,18,1486,64,100,1,2014,6500199.0,Exact,
170,26580,"Huntington Ashland, WV KY OH",17,12,0,0,5,1,45,1,2014,368938.0,Exact,
290,26620,"Huntsville, AL",204,124,16,16,48,8,99,1,2014,440395.0,Exact,
292,26820,"Idaho Falls, ID",20,20,0,0,0,0,99,1,2014,137838.0,Exact,
294,26900,"Indianapolis Carmel Anderson, IN",339,292,2,15,30,3,100,1,2014,1971006.0,Exact,
168,26980,"Iowa City, IA",20,18,2,0,0,0,97,1,2014,164759.0,Exact,
296,27060,"Ithaca, NY",9,2,2,0,5,1,40,1,2014,103391.0,Exact,
999,27100,"Jackson, MI",1,1,0,0,0,0,49,1,2014,159421.0,Exact,
298,27140,"Jackson, MS",89,89,0,0,0,0,96,1,2014,597357.0,Exact,
999,27180,"Jackson, TN",14,14,0,0,0,0,96,1,2014,179358.0,Exact,
300,27260,"Jacksonville, FL",723,447,4,0,272,8,100,1,2014,1416446.0,Exact,
999,27340,"Jacksonville, NC",50,44,6,0,0,0,95,1,2014,191822.0,Exact,
357,27500,"Janesville Beloit, WI",2,2,0,0,0,0,88,1,2014,160920.0,Exact,
999,27620,"Jefferson City, MO",15,13,2,0,0,0,78,1,2014,150727.0,Exact,
304,27740,"Johnson City, TN",21,21,0,0,0,0,91,1,2014,200021.0,Exact,
306,27780,"Johnstown, PA",0,0,0,0,0,0,17,1,2014,137537.0,Exact,
308,27860,"Jonesboro, AR",25,25,0,0,0,0,70,1,2014,126813.0,Exact,
309,27900,"Joplin, MO",13,13,0,0,0,0,55,1,2014,175869.0,Exact,
999,27980,"Kahului Wailuku Lahaina, HI",28,28,0,0,0,0,100,1,2014,163036.0,Exact,
310,28020,"Kalamazoo Portage, MI",12,12,0,0,0,0,74,1,2014,258951.0,Exact,
176,28100,"Kankakee, IL",0,0,0,0,0,0,31,1,2014,111883.0,Exact,
312,28140,"Kansas City, MO KS",855,260,26,7,562,43,100,1,2014,2069182.0,Exact,
999,28420,"Kennewick Richland, WA",122,99,6,3,14,2,92,1,2014,274154.0,Exact,
999,28660,"Killeen Temple, TX",159,143,16,0,0,0,84,1,2014,426421.0,Exact,
304,28700,"Kingsport Bristol Bristol, TN VA",23,23,0,0,0,0,84,1,2014,,Exact,
408,28740,"Kingston, NY",1,1,0,0,0,0,34,1,2014,180400.0,Exact,
314,28940,"Knoxville, TN",96,96,0,0,0,0,77,1,2014,832928.0,Exact,
316,29020,"Kokomo, IN",1,1,0,0,0,0,100,1,2014,82605.0,Exact,
999,29100,"La Crosse Onalaska, WI MN",5,5,0,0,0,0,70,1,2014,136140.0,Exact,
318,29180,"Lafayette, LA",144,131,0,0,13,2,89,1,2014,484876.0,Exact,
320,29200,"Lafayette West Lafayette, IN",13,13,0,0,0,0,100,1,2014,221445.0,Exact,
999,29340,"Lake Charles, LA",36,34,2,0,0,0,87,1,2014,203296.0,Exact,
332,29420,"Lake Havasu City Kingman, AZ",31,31,0,0,0,0,100,1,2014,203423.0,Exact,
999,29460,"Lakeland Winter Haven, FL",154,154,0,0,0,0,100,1,2014,634398.0,Exact,
999,29540,"Lancaster, PA",37,37,0,0,0,0,70,1,2014,533289.0,Exact,
330,29620,"Lansing East Lansing, MI",17,17,0,0,0,0,76,1,2014,540028.0,Exact,
999,29700,"Laredo, TX",137,67,0,3,67,1,100,1,2014,267465.0,Exact,
238,29740,"Las Cruces, NM",52,52,0,0,0,0,100,1,2014,213933.0,Exact,
332,29820,"Las Vegas Henderson Paradise, NV",556,476,0,0,80,1,100,1,2014,2053134.0,Exact,
312,29940,"Lawrence, KS",10,10,0,0,0,0,100,1,2014,116445.0,Exact,
999,30020,"Lawton, OK",4,4,0,0,0,0,52,1,2014,130909.0,Exact,
276,30140,"Lebanon, PA",10,10,0,0,0,0,92,1,2014,136538.0,Exact,
999,30300,"Lewiston, ID WA",1,1,0,0,0,0,42,1,2014,62031.0,Exact,
438,30340,"Lewiston Auburn, ME",7,7,0,0,0,0,75,1,2014,107358.0,Exact,
336,30460,"Lexington Fayette, KY",206,105,2,3,96,3,98,1,2014,495137.0,Exact,
338,30620,"Lima, OH",0,0,0,0,0,0,20,1,2014,104848.0,Exact,
339,30700,"Lincoln, NE",71,41,0,0,30,2,93,1,2014,319634.0,Exact,
340,30780,"Little Rock North Little Rock Conway, AR",128,94,10,0,24,1,95,1,2014,728190.0,Exact,
999,30860,"Logan, UT ID",23,14,0,4,5,1,86,1,2014,130804.0,Exact,
346,30980,"Longview, TX",35,18,2,0,15,1,57,1,2014,283219.0,Exact,
440,31020,"Longview, WA",9,9,0,0,0,0,74,1,2014,101790.0,Exact,
348,31080,"Los Angeles Long Beach Anaheim, CA",1306,635,36,56,579,25,100,1,2014,13166609.0,Exact,
350,31140,"Louisville Jefferson County, KY IN",570,112,4,7,447,27,100,1,2014,,Exact,
352,31180,"Lubbock, TX",130,63,6,0,61,4,96,1,2014,306056.0,Exact,
999,31340,"Lynchburg, VA",52,28,0,0,24,1,89,1,2014,257953.0,Exact,
260,31460,"Madera, CA",20,20,0,0,0,0,100,1,2014,153456.0,Exact,
357,31540,"Madison, WI",131,41,0,0,90,4,100,1,2014,633369.0,Exact,
148,31700,"Manchester Nashua, NH",22,22,0,0,0,0,96,1,2014,407275.0,Exact,
358,31740,"Manhattan, KS",25,23,2,0,0,0,92,1,2014,135665.0,Exact,
360,31900,"Mansfield, OH",2,2,0,0,0,0,75,1,2014,121999.0,Exact,
365,32580,"McAllen Edinburg Mission, TX",266,208,50,8,0,0,100,1,2014,829819.0,Exact,
366,32780,"Medford, OR",40,40,0,0,0,0,100,1,2014,209189.0,Exact,
368,32820,"Memphis, TN MS AR",347,175,0,0,172,1,100,1,2014,1333432.0,Exact,
382,32900,"Merced, CA",25,20,0,0,5,1,96,1,2014,264419.0,Exact,
176,33140,"Michigan City La Porte, IN",0,0,0,0,0,0,27,1,2014,111735.0,Exact,
474,33220,"Midland, MI",0,0,0,0,0,0,61,1,2014,83492.0,Exact,
372,33260,"Midland, TX",389,89,0,0,300,11,100,1,2014,162187.0,Exact,
378,33460,"Minneapolis St.Paul Bloomington, MN WI",538,297,0,20,221,4,100,1,2014,3476192.0,Exact,
999,33540,"Missoula, MT",7,5,2,0,0,0,100,1,2014,112801.0,Exact,
380,33660,"Mobile, AL",39,39,0,0,0,0,98,1,2014,431017.0,Exact,
382,33700,"Modesto, CA",29,29,0,0,0,0,80,1,2014,528015.0,Exact,
384,33740,"Monroe, LA",64,56,0,3,5,1,76,1,2014,205570.0,Exact,
220,33780,"Monroe, MI",2,2,0,0,0,0,68,1,2014,149847.0,Exact,
999,33860,"Montgomery, AL",38,28,0,0,10,2,65,1,2014,373476.0,Exact,
390,34060,"Morgantown, WV",10,3,0,7,0,0,19,1,2014,137396.0,Exact,
314,34100,"Morristown, TN",6,6,0,0,0,0,94,1,2014,138280.0,Exact,
500,34580,"Mount Vernon Anacortes, WA",20,20,0,0,0,0,98,1,2014,119966.0,Exact,
294,34620,"Muncie, IN",4,4,0,0,0,0,96,1,2014,116487.0,Exact,
266,34740,"Muskegon, MI",4,4,0,0,0,0,70,1,2014,172254.0,Exact,
488,34900,"Napa, CA",16,10,6,0,0,0,65,1,2014,140405.0,Exact,
400,34980,"Nashville Davidson  Murfreesboro  Franklin, TN",1416,581,0,0,835,32,100,1,2014,1768350.0,Exact,
404,35100,"New Bern, NC",25,25,0,0,0,0,95,1,2014,126778.0,Exact,
408,35300,"New Haven Milford, CT",62,53,0,0,9,1,86,1,2014,862885.0,Exact,
408,35620,"New York Newark Jersey City, NY NJ PA",1673,761,66,84,762,57,98,1,2014,19280929.0,Exact,
412,35840,"North Port Sarasota Bradenton, FL",377,289,8,22,58,5,100,1,2014,747228.0,Exact,
278,35980,"Norwich New London, CT",16,16,0,0,0,0,90,1,2014,271462.0,Exact,
999,36100,"Ocala, FL",54,54,0,0,0,0,100,1,2014,338005.0,Exact,
428,36140,"Ocean City, NJ",77,46,26,0,5,1,100,1,2014,94907.0,Exact,
372,36220,"Odessa, TX",45,45,0,0,0,0,100,1,2014,154588.0,Exact,
482,36260,"Ogden Clearfield, UT",194,113,2,8,71,4,81,1,2014,630767.0,Exact,
416,36420,"Oklahoma City, OK",507,497,2,8,0,0,100,1,2014,1336256.0,Exact,
420,36540,"Omaha Council Bluffs, NE IA",173,138,0,0,35,2,100,1,2014,903335.0,Exact,
422,36740,"Orlando Kissimmee Sanford, FL",1664,871,18,16,759,32,100,1,2014,2324391.0,Exact,
118,36780,"Oshkosh Neenah, WI",10,10,0,0,0,0,83,1,2014,169324.0,Exact,
999,36980,"Owensboro, KY",7,7,0,0,0,0,97,1,2014,116529.0,Exact,
348,37100,"Oxnard Thousand Oaks Ventura, CA",82,61,0,0,21,3,89,1,2014,842297.0,Exact,
999,37340,"Palm Bay Melbourne Titusville, FL",101,101,0,0,0,0,100,1,2014,555548.0,Exact,
999,37460,"Panama City, FL",33,33,0,0,0,0,90,1,2014,178289.0,Exact,
425,37620,"Parkersburg Vienna, WV OH",8,8,0,0,0,0,79,1,2014,,Exact,
999,37860,"Pensacola Ferry Pass Brent, FL",104,104,0,0,0,0,100,1,2014,470628.0,Exact,
426,37900,"Peoria, IL",17,17,0,0,0,0,56,1,2014,415479.0,Exact,
428,37980,"Philadelphia Camden Wilmington, PA NJ DE MD",995,336,14,37,608,24,100,1,2014,6046382.0,Exact,
340,38220,"Pine Bluff, AR",0,0,0,0,0,0,47,1,2014,94882.0,Exact,
430,38300,"Pittsburgh, PA",232,186,2,4,40,1,100,1,2014,2356189.0,Exact,
999,38340,"Pittsfield, MA",0,0,0,0,0,0,15,1,2014,128856.0,Exact,
999,38540,"Pocatello, ID",4,4,0,0,0,0,99,1,2014,91265.0,Exact,
370,38940,"Port St.Lucie, FL",341,80,4,0,257,14,100,1,2014,443164.0,Exact,
438,38860,"Portland South Portland, ME",81,78,0,3,0,0,90,1,2014,523989.0,Exact,
440,38900,"Portland Vancouver Hillsboro, OR WA",946,411,10,4,521,12,100,1,2014,2343994.0,Exact,
148,39300,"Providence Warwick, RI MA",93,82,6,0,5,1,82,1,2014,1611026.0,Exact,
482,39340,"Provo Orem, UT",202,160,0,0,42,3,95,1,2014,571059.0,Exact,
444,39380,"Pueblo, CO",11,11,0,0,0,0,100,1,2014,161356.0,Exact,
412,39460,"Punta Gorda, FL",33,33,0,0,0,0,100,1,2014,168041.0,Exact,
376,39540,"Racine, WI",31,7,0,0,24,1,85,1,2014,194786.0,Exact,
452,39660,"Rapid City, SD",31,31,0,0,0,0,95,1,2014,134231.0,Exact,
428,39740,"Reading, PA",30,10,0,0,20,1,58,1,2014,414559.0,Exact,
454,39820,"Redding, CA",26,26,0,0,0,0,86,1,2014,178844.0,Exact,
456,39900,"Reno, NV",78,73,0,0,5,1,100,1,2014,440110.0,Exact,
999,40060,"Richmond, VA",247,238,2,7,0,0,100,1,2014,1235006.0,Exact,
348,40140,"Riverside San Bernardino Ontario, CA",580,492,8,0,80,5,100,1,2014,4415343.0,Exact,
999,40220,"Roanoke, VA",23,23,0,0,0,0,93,1,2014,312747.0,Exact,
462,40340,"Rochester, MN",20,20,0,0,0,0,89,1,2014,212659.0,Exact,
464,40380,"Rochester, NY",197,44,0,0,153,2,67,1,2014,1080094.0,Exact,
466,40420,"Rockford, IL",2,2,0,0,0,0,99,1,2014,342409.0,Exact,
468,40580,"Rocky Mount, NC",9,9,0,0,0,0,88,1,2014,149066.0,Exact,
470,40660,"Rome, GA",3,3,0,0,0,0,100,1,2014,95868.0,Exact,
474,40980,"Saginaw, MI",4,4,0,0,0,0,56,1,2014,195248.0,Exact,
440,41420,"Salem, OR",49,47,2,0,0,0,88,1,2014,402092.0,Exact,
999,41500,"Salinas, CA",4,2,2,0,0,0,93,1,2014,428475.0,Exact,
999,41540,"Salisbury, MD DE",203,185,6,0,12,1,98,1,2014,388766.0,Exact,
482,41620,"Salt Lake City, UT",607,260,16,26,305,16,100,1,2014,1151447.0,Exact,
999,41660,"San Angelo, TX",203,27,0,0,176,11,100,1,2014,119233.0,Exact,
999,41700,"San Antonio New Braunfels, TX",742,441,16,0,285,20,100,1,2014,2328894.0,Exact,
488,41940,"San Jose Sunnyvale Santa Clara, CA",313,113,2,20,178,21,100,1,2014,1949578.0,Exact,
488,42100,"Santa Cruz Watsonville, CA",19,19,0,0,0,0,73,1,2014,270861.0,Exact,
106,42140,"Santa Fe, NM",11,11,0,0,0,0,100,1,2014,147782.0,Exact,
999,42200,"Santa Maria Santa Barbara, CA",12,12,0,0,0,0,47,1,2014,439045.0,Exact,
496,42340,"Savannah, GA",110,105,0,0,5,1,81,1,2014,371275.0,Exact,
500,42660,"Seattle Tacoma Bellevue, WA",881,688,40,12,141,5,100,1,2014,3675160.0,Exact,
370,42680,"Sebastian Vero Beach, FL",38,38,0,0,0,0,100,1,2014,144445.0,Exact,
999,43100,"Sheboygan, WI",0,0,0,0,0,0,60,1,2014,114982.0,Exact,
206,43300,"Sherman Denison, TX",1,1,0,0,0,0,5,1,2014,123599.0,Exact,
999,43340,"Shreveport Bossier City, LA",119,85,0,0,34,2,96,1,2014,404534.0,Exact,
999,43420,"Sierra Vista Douglas, AZ",29,24,0,0,5,1,94,1,2014,127314.0,Exact,
512,43580,"Sioux City, IA NE SD",12,10,2,0,0,0,78,1,2014,143590.0,Exact,
999,43620,"Sioux Falls, SD",54,30,0,4,20,1,93,1,2014,246133.0,Exact,
515,43780,"South Bend Mishawaka, IN MI",185,4,0,0,181,2,91,1,2014,319410.0,Exact,
273,43900,"Spartanburg, SC",72,72,0,0,0,0,96,1,2014,292981.0,Exact,
518,44060,"Spokane Spokane Valley, WA",160,30,0,0,130,12,62,1,2014,526336.0,Exact,
522,44100,"Springfield, IL",9,5,4,0,0,0,50,1,2014,211692.0,Exact,
521,44140,"Springfield, MA",9,7,2,0,0,0,55,1,2014,701671.0,Exact,
520,44180,"Springfield, MO",73,25,0,0,48,3,82,1,2014,451556.0,Exact,
212,44220,"Springfield, OH",3,3,0,0,0,0,100,1,2014,136311.0,Exact,
378,41060,"St.Cloud, MN",14,5,0,0,9,1,87,1,2014,193109.0,Exact,
999,41100,"St.George, UT",128,128,0,0,0,0,99,1,2014,151081.0,Exact,
312,41140,"St.Joseph, MO KS",3,3,0,0,0,0,67,1,2014,127261.0,Exact,
476,41180,"St.Louis, MO IL",478,278,4,10,186,2,100,1,2014,2803430.0,Exact,
524,44300,"State College, PA",44,44,0,0,0,0,69,1,2014,159653.0,Exact,
999,44940,"Sumter, SC",34,34,0,0,0,0,100,1,2014,141877.0,Exact,
